
/bin/ar:     file format elf64-x86-64


Disassembly of section .init:

0000000000002000 <.init>:
    2000:	f3 0f 1e fa          	endbr64 
    5fc2:	be 01 00 00 00       	mov    $0x1,%esi
    5fc7:	48 89 ef             	mov    %rbp,%rdi
    5fca:	48 89 c2             	mov    %rax,%rdx
    5fcd:	31 c0                	xor    %eax,%eax
    5fcf:	e8 ec cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    5fd4:	31 ff                	xor    %edi,%edi
    5fd6:	ba 05 00 00 00       	mov    $0x5,%edx
    5fdb:	48 8d 35 66 6a 00 00 	lea    0x6a66(%rip),%rsi        # ca48 <bfd_seek@plt+0x9e18>
    5fe2:	e8 e9 c7 ff ff       	callq  27d0 <dcgettext@plt>
    5fe7:	be 01 00 00 00       	mov    $0x1,%esi
    5fec:	48 89 ef             	mov    %rbp,%rdi
    5fef:	48 89 c2             	mov    %rax,%rdx
    5ff2:	31 c0                	xor    %eax,%eax
    5ff4:	e8 c7 cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    5ff9:	31 ff                	xor    %edi,%edi
    5ffb:	ba 05 00 00 00       	mov    $0x5,%edx
    6000:	48 8d 35 71 6a 00 00 	lea    0x6a71(%rip),%rsi        # ca78 <bfd_seek@plt+0x9e48>
    6007:	e8 c4 c7 ff ff       	callq  27d0 <dcgettext@plt>
    600c:	be 01 00 00 00       	mov    $0x1,%esi
    6011:	48 89 ef             	mov    %rbp,%rdi
    6014:	48 89 c2             	mov    %rax,%rdx
    6017:	31 c0                	xor    %eax,%eax
    6019:	e8 a2 cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    601e:	31 ff                	xor    %edi,%edi
    6020:	ba 05 00 00 00       	mov    $0x5,%edx
    6025:	48 8d 35 7c 6a 00 00 	lea    0x6a7c(%rip),%rsi        # caa8 <bfd_seek@plt+0x9e78>
    602c:	e8 9f c7 ff ff       	callq  27d0 <dcgettext@plt>
    6031:	be 01 00 00 00       	mov    $0x1,%esi
    6036:	48 89 ef             	mov    %rbp,%rdi
    6039:	48 89 c2             	mov    %rax,%rdx
    603c:	31 c0                	xor    %eax,%eax
    603e:	e8 7d cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    6043:	31 ff                	xor    %edi,%edi
    6045:	ba 05 00 00 00       	mov    $0x5,%edx
    604a:	48 8d 35 9f 6a 00 00 	lea    0x6a9f(%rip),%rsi        # caf0 <bfd_seek@plt+0x9ec0>
    6051:	e8 7a c7 ff ff       	callq  27d0 <dcgettext@plt>
    6056:	be 01 00 00 00       	mov    $0x1,%esi
    605b:	48 89 ef             	mov    %rbp,%rdi
    605e:	48 89 c2             	mov    %rax,%rdx
    6061:	31 c0                	xor    %eax,%eax
    6063:	e8 58 cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    6068:	31 ff                	xor    %edi,%edi
    606a:	ba 05 00 00 00       	mov    $0x5,%edx
    606f:	48 8d 35 9b 60 00 00 	lea    0x609b(%rip),%rsi        # c111 <bfd_seek@plt+0x94e1>
    6076:	e8 55 c7 ff ff       	callq  27d0 <dcgettext@plt>
    607b:	be 01 00 00 00       	mov    $0x1,%esi
    6080:	48 89 ef             	mov    %rbp,%rdi
    6083:	48 89 c2             	mov    %rax,%rdx
    6086:	31 c0                	xor    %eax,%eax
    6088:	e8 33 cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    608d:	31 ff                	xor    %edi,%edi
    608f:	ba 05 00 00 00       	mov    $0x5,%edx
    6094:	48 8d 35 a5 6a 00 00 	lea    0x6aa5(%rip),%rsi        # cb40 <bfd_seek@plt+0x9f10>
    609b:	e8 30 c7 ff ff       	callq  27d0 <dcgettext@plt>
    60a0:	be 01 00 00 00       	mov    $0x1,%esi
    60a5:	48 89 ef             	mov    %rbp,%rdi
    60a8:	48 89 c2             	mov    %rax,%rdx
    60ab:	31 c0                	xor    %eax,%eax
    60ad:	e8 0e cb ff ff       	callq  2bc0 <__fprintf_chk@plt>
    60b2:	48 89 ef             	mov    %rbp,%rdi
    60b5:	e8 f6 1c 00 00       	callq  7db0 <bfd_seek@plt+0x5180>
    60ba:	48 8b 3d ef b2 00 00 	mov    0xb2ef(%rip),%rdi        # 113b0 <stderr@@GLIBC_2.2.5+0x250>
    60c1:	48 89 ee             	mov    %rbp,%rsi
    60c4:	e8 c7 25 00 00       	callq  8690 <bfd_seek@plt+0x5a60>
    60c9:	85 db                	test   %ebx,%ebx
    60cb:	75 0a                	jne    60d7 <bfd_seek@plt+0x34a7>
    60cd:	83 f3 01             	xor    $0x1,%ebx
    60d0:	89 df                	mov    %ebx,%edi
    60d2:	e8 69 ca ff ff       	callq  2b40 <xexit@plt>
    60d7:	31 ff                	xor    %edi,%edi
    60d9:	ba 05 00 00 00       	mov    $0x5,%edx
    60de:	48 8d 35 a1 5f 00 00 	lea    0x5fa1(%rip),%rsi        # c086 <bfd_seek@plt+0x9456>
    60e5:	e8 e6 c6 ff ff       	callq  27d0 <dcgettext@plt>
    60ea:	48 8d 0d 8f 63 00 00 	lea    0x638f(%rip),%rcx        # c480 <bfd_seek@plt+0x9850>
    60f1:	be 01 00 00 00       	mov    $0x1,%esi
    60f6:	48 89 ef             	mov    %rbp,%rdi
    60f9:	48 89 c2             	mov    %rax,%rdx
    60fc:	31 c0                	xor    %eax,%eax
    60fe:	e8 bd ca ff ff       	callq  2bc0 <__fprintf_chk@plt>
    6103:	eb c8                	jmp    60cd <bfd_seek@plt+0x349d>
    6105:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    610c:	00 00 00 00 
    6110:	41 54                	push   %r12
    6112:	55                   	push   %rbp
    6113:	48 83 ec 08          	sub    $0x8,%rsp
    6117:	48 8b 3f             	mov    (%rdi),%rdi
    611a:	48 89 3d e7 b0 00 00 	mov    %rdi,0xb0e7(%rip)        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    6121:	e8 9a 31 00 00       	callq  92c0 <bfd_seek@plt+0x6690>
    6126:	48 8b 2d db b0 00 00 	mov    0xb0db(%rip),%rbp        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    612d:	85 c0                	test   %eax,%eax
    612f:	0f 84 a3 00 00 00    	je     61d8 <bfd_seek@plt+0x35a8>
    6135:	4c 8b 25 d4 b0 00 00 	mov    0xb0d4(%rip),%r12        # 11210 <stderr@@GLIBC_2.2.5+0xb0>
    613c:	4d 85 e4             	test   %r12,%r12
    613f:	74 0d                	je     614e <bfd_seek@plt+0x351e>
    6141:	4c 89 e7             	mov    %r12,%rdi
    6144:	e8 97 c6 ff ff       	callq  27e0 <strlen@plt>
    6149:	48 85 c0             	test   %rax,%rax
    614c:	75 32                	jne    6180 <bfd_seek@plt+0x3550>
    614e:	8b 05 9c b0 00 00    	mov    0xb09c(%rip),%eax        # 111f0 <stderr@@GLIBC_2.2.5+0x90>
    6154:	85 c0                	test   %eax,%eax
    6156:	75 5e                	jne    61b6 <bfd_seek@plt+0x3586>
    6158:	48 8d 35 c8 5f 00 00 	lea    0x5fc8(%rip),%rsi        # c127 <bfd_seek@plt+0x94f7>
    615f:	48 89 ef             	mov    %rbp,%rdi
    6162:	e8 c9 c9 ff ff       	callq  2b30 <fopen@plt>
    6167:	48 85 c0             	test   %rax,%rax
    616a:	0f 84 ce 00 00 00    	je     623e <bfd_seek@plt+0x360e>
    6170:	48 83 c4 08          	add    $0x8,%rsp
    6174:	5d                   	pop    %rbp
    6175:	41 5c                	pop    %r12
    6177:	c3                   	retq   
    6178:	0f 1f 84 00 00 00 00 	nopl   0x0(%rax,%rax,1)
    617f:	00 
    6180:	41 80 7c 04 ff 2f    	cmpb   $0x2f,-0x1(%r12,%rax,1)
    6186:	0f 84 94 00 00 00    	je     6220 <bfd_seek@plt+0x35f0>
    618c:	48 89 ea             	mov    %rbp,%rdx
    618f:	31 c9                	xor    %ecx,%ecx
    6191:	48 8d 35 85 5f 00 00 	lea    0x5f85(%rip),%rsi        # c11d <bfd_seek@plt+0x94ed>
    6198:	4c 89 e7             	mov    %r12,%rdi
    619b:	31 c0                	xor    %eax,%eax
    619d:	e8 be c6 ff ff       	callq  2860 <concat@plt>
    61a2:	48 89 05 5f b0 00 00 	mov    %rax,0xb05f(%rip)        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    61a9:	48 89 c5             	mov    %rax,%rbp
    61ac:	8b 05 3e b0 00 00    	mov    0xb03e(%rip),%eax        # 111f0 <stderr@@GLIBC_2.2.5+0x90>
    61b2:	85 c0                	test   %eax,%eax
    61b4:	74 a2                	je     6158 <bfd_seek@plt+0x3528>
    61b6:	48 89 ea             	mov    %rbp,%rdx
    61b9:	48 8d 35 5f 5f 00 00 	lea    0x5f5f(%rip),%rsi        # c11f <bfd_seek@plt+0x94ef>
    61c0:	bf 01 00 00 00       	mov    $0x1,%edi
    61c5:	31 c0                	xor    %eax,%eax
    61c7:	e8 04 c9 ff ff       	callq  2ad0 <__printf_chk@plt>
    61cc:	48 8b 2d 35 b0 00 00 	mov    0xb035(%rip),%rbp        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    61d3:	eb 83                	jmp    6158 <bfd_seek@plt+0x3528>
    61d5:	0f 1f 00             	nopl   (%rax)
    61d8:	48 8b 3d 29 b0 00 00 	mov    0xb029(%rip),%rdi        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    61df:	e8 3c c7 ff ff       	callq  2920 <lbasename@plt>
    61e4:	4c 8b 25 1d b0 00 00 	mov    0xb01d(%rip),%r12        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    61eb:	ba 05 00 00 00       	mov    $0x5,%edx
    61f0:	31 ff                	xor    %edi,%edi
    61f2:	48 8d 35 77 69 00 00 	lea    0x6977(%rip),%rsi        # cb70 <bfd_seek@plt+0x9f40>
    61f9:	48 89 c5             	mov    %rax,%rbp
    61fc:	e8 cf c5 ff ff       	callq  27d0 <dcgettext@plt>
    6201:	48 89 ea             	mov    %rbp,%rdx
    6204:	4c 89 e6             	mov    %r12,%rsi
    6207:	48 89 c7             	mov    %rax,%rdi
    620a:	31 c0                	xor    %eax,%eax
    620c:	e8 cf 22 00 00       	callq  84e0 <bfd_seek@plt+0x58b0>
    6211:	48 89 2d f0 af 00 00 	mov    %rbp,0xaff0(%rip)        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    6218:	e9 18 ff ff ff       	jmpq   6135 <bfd_seek@plt+0x3505>
    621d:	0f 1f 00             	nopl   (%rax)
    6220:	48 89 ee             	mov    %rbp,%rsi
    6223:	31 d2                	xor    %edx,%edx
    6225:	4c 89 e7             	mov    %r12,%rdi
    6228:	31 c0                	xor    %eax,%eax
    622a:	e8 31 c6 ff ff       	callq  2860 <concat@plt>
    622f:	48 89 05 d2 af 00 00 	mov    %rax,0xafd2(%rip)        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    6236:	48 89 c5             	mov    %rax,%rbp
    6239:	e9 10 ff ff ff       	jmpq   614e <bfd_seek@plt+0x351e>
    623e:	48 8b 3d c3 af 00 00 	mov    0xafc3(%rip),%rdi        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    6245:	e8 16 c9 ff ff       	callq  2b60 <perror@plt>
    624a:	bf 01 00 00 00       	mov    $0x1,%edi
    624f:	e8 ec c8 ff ff       	callq  2b40 <xexit@plt>
    6254:	66 66 2e 0f 1f 84 00 	data16 nopw %cs:0x0(%rax,%rax,1)
    625b:	00 00 00 00 
    625f:	90                   	nop
    6260:	f3 0f 1e fa          	endbr64 
    6264:	41 57                	push   %r15
    6266:	41 56                	push   %r14
    6268:	41 55                	push   %r13
    626a:	49 89 fd             	mov    %rdi,%r13
    626d:	41 54                	push   %r12
    626f:	55                   	push   %rbp
    6270:	53                   	push   %rbx
    6271:	48 81 ec b8 00 00 00 	sub    $0xb8,%rsp
    6278:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    627f:	00 00 
    6281:	48 89 84 24 a8 00 00 	mov    %rax,0xa8(%rsp)
    6288:	00 
    6289:	31 c0                	xor    %eax,%eax
    628b:	48 8b 47 08          	mov    0x8(%rdi),%rax
    628f:	48 8d 74 24 10       	lea    0x10(%rsp),%rsi
    6294:	48 89 74 24 08       	mov    %rsi,0x8(%rsp)
    6299:	ff 90 e0 01 00 00    	callq  *0x1e0(%rax)
    629f:	85 c0                	test   %eax,%eax
    62a1:	0f 85 b5 01 00 00    	jne    645c <bfd_seek@plt+0x382c>
    62a7:	4c 8b 64 24 40       	mov    0x40(%rsp),%r12
    62ac:	31 d2                	xor    %edx,%edx
    62ae:	31 f6                	xor    %esi,%esi
    62b0:	4c 89 ef             	mov    %r13,%rdi
    62b3:	e8 78 c9 ff ff       	callq  2c30 <bfd_seek@plt>
    62b8:	48 c7 05 3d af 00 00 	movq   $0x0,0xaf3d(%rip)        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    62bf:	00 00 00 00 
    62c3:	4d 85 e4             	test   %r12,%r12
    62c6:	0f 84 94 00 00 00    	je     6360 <bfd_seek@plt+0x3730>
    62cc:	bf 00 20 00 00       	mov    $0x2000,%edi
    62d1:	31 db                	xor    %ebx,%ebx
    62d3:	e8 c8 c5 ff ff       	callq  28a0 <xmalloc@plt>
    62d8:	48 89 c5             	mov    %rax,%rbp
    62db:	eb 28                	jmp    6305 <bfd_seek@plt+0x36d5>
    62dd:	0f 1f 00             	nopl   (%rax)
    62e0:	4c 89 fa             	mov    %r15,%rdx
    62e3:	be 01 00 00 00       	mov    $0x1,%esi
    62e8:	48 89 ef             	mov    %rbp,%rdi
    62eb:	e8 c0 c8 ff ff       	callq  2bb0 <fwrite@plt>
    62f0:	4c 39 f8             	cmp    %r15,%rax
    62f3:	0f 85 3a 01 00 00    	jne    6433 <bfd_seek@plt+0x3803>
    62f9:	4c 01 fb             	add    %r15,%rbx
    62fc:	49 39 dc             	cmp    %rbx,%r12
    62ff:	0f 86 d3 00 00 00    	jbe    63d8 <bfd_seek@plt+0x37a8>
    6305:	4c 89 e1             	mov    %r12,%rcx
    6308:	41 be 00 20 00 00    	mov    $0x2000,%r14d
    630e:	4c 89 ea             	mov    %r13,%rdx
    6311:	48 89 ef             	mov    %rbp,%rdi
    6314:	48 29 d9             	sub    %rbx,%rcx
    6317:	48 81 f9 00 20 00 00 	cmp    $0x2000,%rcx
    631e:	4c 0f 46 f1          	cmovbe %rcx,%r14
    6322:	4c 89 f6             	mov    %r14,%rsi
    6325:	e8 c6 c8 ff ff       	callq  2bf0 <bfd_bread@plt>
    632a:	49 89 c7             	mov    %rax,%r15
    632d:	49 39 c6             	cmp    %rax,%r14
    6330:	0f 85 d3 00 00 00    	jne    6409 <bfd_seek@plt+0x37d9>
    6336:	48 8b 0d c3 ae 00 00 	mov    0xaec3(%rip),%rcx        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    633d:	48 85 c9             	test   %rcx,%rcx
    6340:	75 9e                	jne    62e0 <bfd_seek@plt+0x36b0>
    6342:	4c 89 ef             	mov    %r13,%rdi
    6345:	e8 c6 fd ff ff       	callq  6110 <bfd_seek@plt+0x34e0>
    634a:	48 89 05 af ae 00 00 	mov    %rax,0xaeaf(%rip)        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    6351:	48 89 c1             	mov    %rax,%rcx
    6354:	eb 8a                	jmp    62e0 <bfd_seek@plt+0x36b0>
    6356:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
    635d:	00 00 00 
    6360:	4c 89 ef             	mov    %r13,%rdi
    6363:	e8 a8 fd ff ff       	callq  6110 <bfd_seek@plt+0x34e0>
    6368:	48 89 05 91 ae 00 00 	mov    %rax,0xae91(%rip)        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    636f:	48 89 c7             	mov    %rax,%rdi
    6372:	e8 29 c4 ff ff       	callq  27a0 <fclose@plt>
    6377:	48 8b 2d 8a ae 00 00 	mov    0xae8a(%rip),%rbp        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    637e:	8b 74 24 28          	mov    0x28(%rsp),%esi
    6382:	48 c7 05 73 ae 00 00 	movq   $0x0,0xae73(%rip)        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    6389:	00 00 00 00 
    638d:	48 89 ef             	mov    %rbp,%rdi
    6390:	e8 4b c7 ff ff       	callq  2ae0 <chmod@plt>
    6395:	8b 05 4d ae 00 00    	mov    0xae4d(%rip),%eax        # 111e8 <stderr@@GLIBC_2.2.5+0x88>
    639b:	85 c0                	test   %eax,%eax
    639d:	75 51                	jne    63f0 <bfd_seek@plt+0x37c0>
    639f:	48 c7 05 5e ae 00 00 	movq   $0x0,0xae5e(%rip)        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    63a6:	00 00 00 00 
    63aa:	48 8b 84 24 a8 00 00 	mov    0xa8(%rsp),%rax
    63b1:	00 
    63b2:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
    63b9:	00 00 
    63bb:	0f 85 96 00 00 00    	jne    6457 <bfd_seek@plt+0x3827>
    63c1:	48 81 c4 b8 00 00 00 	add    $0xb8,%rsp
    63c8:	5b                   	pop    %rbx
    63c9:	5d                   	pop    %rbp
    63ca:	41 5c                	pop    %r12
    63cc:	41 5d                	pop    %r13
    63ce:	41 5e                	pop    %r14
    63d0:	41 5f                	pop    %r15
    63d2:	c3                   	retq   
    63d3:	0f 1f 44 00 00       	nopl   0x0(%rax,%rax,1)
    63d8:	48 89 ef             	mov    %rbp,%rdi
    63db:	e8 90 c2 ff ff       	callq  2670 <free@plt>
    63e0:	48 8b 3d 19 ae 00 00 	mov    0xae19(%rip),%rdi        # 11200 <stderr@@GLIBC_2.2.5+0xa0>
    63e7:	eb 89                	jmp    6372 <bfd_seek@plt+0x3742>
    63e9:	0f 1f 80 00 00 00 00 	nopl   0x0(%rax)
    63f0:	48 8b 44 24 68       	mov    0x68(%rsp),%rax
    63f5:	48 8b 74 24 08       	mov    0x8(%rsp),%rsi
    63fa:	48 89 ef             	mov    %rbp,%rdi
    63fd:	48 89 44 24 58       	mov    %rax,0x58(%rsp)
    6402:	e8 39 17 00 00       	callq  7b40 <bfd_seek@plt+0x4f10>
    6407:	eb 96                	jmp    639f <bfd_seek@plt+0x376f>
    6409:	49 8b 85 d0 00 00 00 	mov    0xd0(%r13),%rax
    6410:	ba 05 00 00 00       	mov    $0x5,%edx
    6415:	48 8d 35 28 5c 00 00 	lea    0x5c28(%rip),%rsi        # c044 <bfd_seek@plt+0x9414>
    641c:	48 8b 28             	mov    (%rax),%rbp
    641f:	31 ff                	xor    %edi,%edi
    6421:	e8 aa c3 ff ff       	callq  27d0 <dcgettext@plt>
    6426:	48 89 ee             	mov    %rbp,%rsi
    6429:	48 89 c7             	mov    %rax,%rdi
    642c:	31 c0                	xor    %eax,%eax
    642e:	e8 fd 1f 00 00       	callq  8430 <bfd_seek@plt+0x5800>
    6433:	e8 88 c2 ff ff       	callq  26c0 <__errno_location@plt>
    6438:	8b 38                	mov    (%rax),%edi
    643a:	e8 c1 c7 ff ff       	callq  2c00 <strerror@plt>
    643f:	48 8b 35 c2 ad 00 00 	mov    0xadc2(%rip),%rsi        # 11208 <stderr@@GLIBC_2.2.5+0xa8>
    6446:	48 8d 3d dc 5c 00 00 	lea    0x5cdc(%rip),%rdi        # c129 <bfd_seek@plt+0x94f9>
    644d:	48 89 c2             	mov    %rax,%rdx
    6450:	31 c0                	xor    %eax,%eax
    6452:	e8 d9 1f 00 00       	callq  8430 <bfd_seek@plt+0x5800>
    6457:	e8 a4 c3 ff ff       	callq  2800 <__stack_chk_fail@plt>
    645c:	49 8b 6d 00          	mov    0x0(%r13),%rbp
    6460:	ba 05 00 00 00       	mov    $0x5,%edx
    6465:	48 8d 35 b6 5b 00 00 	lea    0x5bb6(%rip),%rsi        # c022 <bfd_seek@plt+0x93f2>
    646c:	eb b1                	jmp    641f <bfd_seek@plt+0x37ef>
    646e:	66 90                	xchg   %ax,%ax
    6470:	41 54                	push   %r12
    6472:	53                   	push   %rbx
    6473:	48 89 f3             	mov    %rsi,%rbx
    6476:	48 83 ec 08          	sub    $0x8,%rsp
    647a:	e8 a1 c4 ff ff       	callq  2920 <lbasename@plt>
    647f:	49 89 c4             	mov    %rax,%r12
    6482:	8b 05 a8 ad 00 00    	mov    0xada8(%rip),%eax        # 11230 <stderr@@GLIBC_2.2.5+0xd0>
    6488:	85 c0                	test   %eax,%eax
    648a:	74 1d                	je     64a9 <bfd_seek@plt+0x3879>
    648c:	48 85 db             	test   %rbx,%rbx
    648f:	74 18                	je     64a9 <bfd_seek@plt+0x3879>
    6491:	4c 89 e7             	mov    %r12,%rdi
    6494:	e8 47 c3 ff ff       	callq  27e0 <strlen@plt>
    6499:	49 89 c0             	mov    %rax,%r8
    649c:	48 8b 43 08          	mov    0x8(%rbx),%rax
    64a0:	0f b6 50 1e          	movzbl 0x1e(%rax),%edx
    64a4:	49 39 d0             	cmp    %rdx,%r8
    64a7:	77 0f                	ja     64b8 <bfd_seek@plt+0x3888>
    64a9:	48 83 c4 08          	add    $0x8,%rsp
    64ad:	4c 89 e0             	mov    %r12,%rax
    64b0:	5b                   	pop    %rbx
    64b1:	41 5c                	pop    %r12
    64b3:	c3                   	retq   
    64b4:	0f 1f 40 00          	nopl   0x0(%rax)
    64b8:	48 8d 7a 01          	lea    0x1(%rdx),%rdi
    64bc:	e8 df c3 ff ff       	callq  28a0 <xmalloc@plt>
    64c1:	4c 8b 43 08          	mov    0x8(%rbx),%r8
    64c5:	41 0f b6 50 1e       	movzbl 0x1e(%r8),%edx
    64ca:	83 fa 08             	cmp    $0x8,%edx
    64cd:	73 41                	jae    6510 <bfd_seek@plt+0x38e0>
    64cf:	f6 c2 04             	test   $0x4,%dl
    64d2:	75 70                	jne    6544 <bfd_seek@plt+0x3914>
    64d4:	85 d2                	test   %edx,%edx
    64d6:	74 1c                	je     64f4 <bfd_seek@plt+0x38c4>
    64d8:	41 0f b6 0c 24       	movzbl (%r12),%ecx
    64dd:	88 08                	mov    %cl,(%rax)
    64df:	f6 c2 02             	test   $0x2,%dl
    64e2:	74 59                	je     653d <bfd_seek@plt+0x390d>
    64e4:	41 0f b7 4c 14 fe    	movzwl -0x2(%r12,%rdx,1),%ecx
    64ea:	66 89 4c 10 fe       	mov    %cx,-0x2(%rax,%rdx,1)
    64ef:	41 0f b6 50 1e       	movzbl 0x1e(%r8),%edx
    64f4:	c6 04 10 00          	movb   $0x0,(%rax,%rdx,1)
    64f8:	49 89 c4             	mov    %rax,%r12
    64fb:	48 83 c4 08          	add    $0x8,%rsp
    64ff:	4c 89 e0             	mov    %r12,%rax
    6502:	5b                   	pop    %rbx
    6503:	41 5c                	pop    %r12
    6505:	c3                   	retq   
    6506:	66 2e 0f 1f 84 00 00 	nopw   %cs:0x0(%rax,%rax,1)
    650d:	00 00 00 
    6510:	49 8b 0c 24          	mov    (%r12),%rcx
    6514:	48 8d 78 08          	lea    0x8(%rax),%rdi
    6518:	4c 89 e6             	mov    %r12,%rsi
    651b:	48 83 e7 f8          	and    $0xfffffffffffffff8,%rdi
    651f:	48 89 08             	mov    %rcx,(%rax)
    6522:	49 8b 4c 14 f8       	mov    -0x8(%r12,%rdx,1),%rcx
    6527:	48 89 4c 10 f8       	mov    %rcx,-0x8(%rax,%rdx,1)
    652c:	48 89 c1             	mov    %rax,%rcx
    652f:	48 29 f9             	sub    %rdi,%rcx
    6532:	48 29 ce             	sub    %rcx,%rsi
    6535:	01 d1                	add    %edx,%ecx
    6537:	c1 e9 03             	shr    $0x3,%ecx
    653a:	f3 48 a5             	rep movsq %ds:(%rsi),%es:(%rdi)
    653d:	41 0f b6 50 1e       	movzbl 0x1e(%r8),%edx
    6542:	eb b0                	jmp    64f4 <bfd_seek@plt+0x38c4>
    6544:	41 8b 0c 24          	mov    (%r12),%ecx
    6548:	89 08                	mov    %ecx,(%rax)
    654a:	41 8b 4c 14 fc       	mov    -0x4(%r12,%rdx,1),%ecx
    654f:	89 4c 10 fc          	mov    %ecx,-0x4(%rax,%rdx,1)
    6553:	41 0f b6 50 1e       	movzbl 0x1e(%r8),%edx
    6558:	eb 9a                	jmp    64f4 <bfd_seek@plt+0x38c4>
    655a:	66 0f 1f 44 00 00    	nopw   0x0(%rax,%rax,1)
    6560:	41 57                	push   %r15
    6562:	41 56                	push   %r14
    6564:	4c 8d b7 d8 00 00 00 	lea    0xd8(%rdi),%r14
    656b:	41 55                	push   %r13
    656d:	41 54                	push   %r12
    656f:	55                   	push   %rbp
    6570:	48 89 fd             	mov    %rdi,%rbp
    6573:	53                   	push   %rbx
    6574:	48 89 f3             	mov    %rsi,%rbx
    6577:	48 81 ec 48 01 00 00 	sub    $0x148,%rsp
    657e:	89 54 24 0c          	mov    %edx,0xc(%rsp)
    6582:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    6589:	00 00 
    658b:	48 89 84 24 38 01 00 	mov    %rax,0x138(%rsp)
    6592:	00 
    6593:	31 c0                	xor    %eax,%eax
    6595:	c7 44 24 08 00 00 00 	movl   $0x0,0x8(%rsp)
